CustomerID,Age,Race,Gender
Cust_48341,34,Hispanic,Female
Cust_29603,66,Black,Male
Cust_53328,18,White,Male
Cust_40788,67,Black,Female
Cust_26737,72,White,Female
Cust_90706,21,White,Female
Cust_13530,35,White,Male
Cust_99537,65,Hispanic,Male
Cust_31313,46,Black,Male
Cust_90771,85,Hispanic,Female
Cust_85003,25,Black,Male
Cust_76554,53,White,Male
Cust_76283,67,White,Female
Cust_1950,80,Asian,Male
Cust_49268,61,Hispanic,Female
Cust_36470,30,Hispanic,Female
Cust_36886,24,White,Female
Cust_8113,41,Asian,Male
Cust_43688,51,Hispanic,Male
Cust_14148,41,Asian,Female
Cust_15401,50,White,Male
Cust_94501,57,Black,Female
Cust_43013,28,Black,Female
Cust_29501,43,White,Female
Cust_31134,27,Hispanic,Female
Cust_64697,37,Black,Male
Cust_42171,34,Black,Male
Cust_78000,23,Hispanic,Male
Cust_99374,47,Asian,Female
Cust_83276,23,Hispanic,Female
Cust_61061,19,White,Male
Cust_59151,25,White,Male
Cust_6058,45,Black,Male
Cust_79831,34,White,Female
Cust_92997,52,White,Female
Cust_45725,57,White,Male
Cust_28749,33,Black,Male
Cust_635,48,White,Male
Cust_24625,18,White,Male
Cust_44795,23,White,Female
Cust_70181,34,White,Female
Cust_6700,18,Hispanic,Female
Cust_84449,21,White,Male
Cust_75534,22,Black,Male
Cust_21279,23,White,Female
Cust_44533,19,White,Female
Cust_32861,35,White,Female
Cust_45410,21,Black,Female
Cust_51395,58,Black,Male
Cust_95779,34,White,Female
Cust_27294,20,Asian,Male
Cust_22739,18,White,Female
Cust_51760,61,Black,Female
Cust_3762,24,Black,Female
Cust_26481,73,Asian,Female
Cust_97093,24,White,Male
Cust_26362,57,White,Female
Cust_41139,84,White,Female
Cust_36490,38,White,Female
Cust_60802,25,White,Female
Cust_45637,52,White,Male
Cust_61712,41,Hispanic,Female
Cust_79267,54,White,Female
Cust_48687,84,Hispanic,Male
Cust_15234,73,Black,Male
Cust_31296,82,Hispanic,Female
Cust_55484,25,White,Male
Cust_41875,25,White,Male
Cust_32811,64,Hispanic,Female
Cust_53474,60,Hispanic,Female
Cust_13586,76,White,Female
Cust_53781,46,White,Male
Cust_56923,45,White,Female
Cust_59018,18,Asian,Male
Cust_57987,48,White,Male
Cust_12147,49,White,Male
Cust_1027,24,White,Female
Cust_16468,64,White,Female
Cust_45195,22,White,Female
Cust_65740,44,White,Female
Cust_12927,23,White,Female
Cust_95497,53,Asian,Male
Cust_68651,50,White,Female
Cust_88711,62,Hispanic,Female
Cust_62618,19,White,Male
Cust_38263,54,Hispanic,Female
Cust_7504,40,White,Male
Cust_17208,70,Black,Male
Cust_54272,30,White,Male
Cust_81979,20,Black,Female
Cust_3896,23,White,Male
Cust_87407,19,Hispanic,Male
Cust_13002,72,White,Female
Cust_24936,60,White,Male
Cust_96768,24,Hispanic,Female
Cust_74390,42,Black,Female
Cust_50993,19,White,Female
Cust_84395,43,Black,Male
Cust_86634,59,Hispanic,Male
Cust_40430,74,White,Male
Cust_15596,30,Hispanic,Female
Cust_49816,31,Hispanic,Male
Cust_62721,76,White,Male
Cust_20719,47,Black,Female
Cust_48195,33,White,Male
Cust_72909,64,White,Male
Cust_32074,18,Black,Male
Cust_51217,83,Hispanic,Male
Cust_66429,24,Black,Male
Cust_77329,18,Hispanic,Male
Cust_17202,36,White,Male
Cust_8549,47,White,Female
Cust_69513,32,Hispanic,Male
Cust_57810,53,White,Male
Cust_89785,72,Black,Male
Cust_31854,20,White,Male
Cust_17054,29,White,Female
Cust_72989,48,White,Male
Cust_24319,52,White,Male
Cust_83079,55,White,Female
Cust_69570,21,White,Female
Cust_20106,20,White,Male
Cust_20423,19,White,Female
Cust_22513,39,Asian,Male
Cust_43353,47,Black,Male
Cust_5668,46,Asian,Female
Cust_83158,26,White,Female
Cust_58963,18,White,Male
Cust_62671,64,Hispanic,Female
Cust_12940,30,White,Female
Cust_36384,79,Hispanic,Female
Cust_94489,29,White,Female
Cust_36322,60,White,Female
Cust_56013,32,Hispanic,Female
Cust_19069,40,Black,Male
Cust_17912,39,White,Female
Cust_61146,59,Hispanic,Male
Cust_87017,65,White,Female
Cust_20195,25,Hispanic,Male
Cust_94163,55,White,Male
Cust_14284,37,White,Female
Cust_46582,30,Hispanic,Male
Cust_74545,29,White,Female
Cust_16353,43,White,Male
Cust_77386,67,White,Male
Cust_92641,48,White,Female
Cust_47626,56,Hispanic,Female
Cust_36645,33,White,Male
Cust_34301,22,Hispanic,Female
Cust_42883,73,White,Female
Cust_50115,31,Hispanic,Male
Cust_9492,46,Black,Male
Cust_23916,60,White,Male
Cust_72532,24,White,Male
Cust_62924,68,Hispanic,Female
Cust_84579,21,White,Female
Cust_16626,21,White,Female
Cust_24736,29,White,Female
Cust_1888,37,White,Female
Cust_65714,52,Asian,Male
Cust_5693,32,White,Female
Cust_53283,69,White,Male
Cust_36918,25,White,Male
Cust_89175,26,White,Male
Cust_58336,37,Black,Male
Cust_30673,24,White,Male
Cust_97013,59,White,Female
Cust_70918,84,White,Female
Cust_61032,18,Asian,Female
Cust_88397,40,White,Female
Cust_64207,20,White,Male
Cust_23869,83,Asian,Female
Cust_34631,48,Black,Female
Cust_38862,57,Hispanic,Male
Cust_35635,18,White,Female
Cust_33584,34,White,Male
Cust_35100,33,White,Female
Cust_78908,54,White,Male
Cust_54682,18,White,Male
Cust_62446,50,Hispanic,Female
Cust_79245,26,Hispanic,Male
Cust_17785,59,White,Male
Cust_70637,54,White,Male
Cust_41215,22,White,Female
Cust_55301,28,White,Female
Cust_81521,36,White,Male
Cust_83908,52,White,Female
Cust_24586,70,Indigenous,Male
Cust_5889,40,White,Female
Cust_26572,78,White,Male
Cust_16939,73,Hispanic,Female
Cust_21118,51,White,Female
Cust_52578,32,White,Female
Cust_96451,46,White,Female
Cust_83190,45,Black,Male
Cust_12658,85,Black,Female
Cust_52372,44,Black,Male
Cust_41351,20,White,Male
Cust_93268,50,White,Male
Cust_75332,37,White,Male
Cust_36691,21,White,Male
Cust_37290,67,Black,Male
Cust_72415,30,Black,Male
Cust_47500,72,Black,Male
Cust_6537,31,White,Male
Cust_18786,35,Black,Male
Cust_9579,47,Black,Male
Cust_49359,28,White,Female
Cust_86418,50,White,Female
Cust_98472,38,White,Male
Cust_19482,34,White,Male
Cust_19018,25,White,Male
Cust_10795,22,White,Female
Cust_44349,21,White,Female
Cust_54249,23,White,Female
Cust_77701,77,Asian,Male
Cust_72884,85,Hispanic,Female
Cust_13092,39,White,Male
Cust_77676,28,White,Female
Cust_97924,51,Hispanic,Male
Cust_95765,26,White,Female
Cust_96599,19,White,Female
Cust_56346,33,White,Female
Cust_15069,65,White,Male
Cust_47123,54,Hispanic,Female
Cust_53673,58,White,Male
Cust_97667,18,White,Female
Cust_20588,44,Hispanic,Male
Cust_25110,31,Hispanic,Male
Cust_91566,78,White,Female
Cust_89066,44,Hispanic,Male
Cust_18225,73,Hispanic,Male
Cust_89802,22,White,Female
Cust_61118,47,White,Male
Cust_2996,36,Hispanic,Male
Cust_5368,52,White,Female
Cust_87295,40,White,Male
Cust_38984,21,White,Female
Cust_97488,77,White,Female
Cust_7605,44,White,Female
Cust_58806,36,Hispanic,Male
Cust_31684,24,Hispanic,Female
Cust_62145,37,Hispanic,Female
Cust_66489,46,White,Female
Cust_68679,52,White,Female
Cust_44358,62,Indigenous,Male
Cust_45549,22,White,Female
Cust_6029,64,White,Female
Cust_96135,23,White,Female
Cust_87309,57,Black,Female
Cust_42006,40,White,Male
Cust_56585,21,Asian,Female
Cust_25101,22,White,Female
Cust_71847,26,White,Female
Cust_13212,28,White,Male
Cust_31793,39,White,Female
Cust_47843,35,White,Female
Cust_48240,61,Hispanic,Female
Cust_13125,54,Asian,Male
Cust_43705,24,White,Male
Cust_10455,81,Black,Female
Cust_12732,56,Hispanic,Male
Cust_80138,41,Black,Female
Cust_96609,62,White,Female
Cust_93380,18,Black,Female
Cust_29189,33,White,Female
Cust_6083,79,White,Female
Cust_4380,21,Black,Male
Cust_51515,34,White,Female
Cust_94410,84,White,Female
Cust_75364,20,White,Female
Cust_67581,49,White,Female
Cust_84341,27,Asian,Male
Cust_52943,33,Black,Female
Cust_14798,32,White,Female
Cust_24711,38,Black,Female
Cust_96402,46,White,Male
Cust_92951,20,Hispanic,Female
Cust_47769,51,Hispanic,Female
Cust_81424,31,Black,Female
Cust_81982,68,Hispanic,Female
Cust_22440,33,Hispanic,Male
Cust_7536,37,Hispanic,Female
Cust_57459,59,Indigenous,Male
Cust_98667,42,Hispanic,Female
Cust_27,60,White,Female
Cust_61305,62,Black,Male
Cust_77531,41,Hispanic,Female
Cust_77310,73,White,Male
Cust_64958,24,White,Male
Cust_41577,19,Black,Male
Cust_84780,25,White,Male
Cust_1566,32,White,Male
Cust_79079,39,Black,Female
Cust_32392,20,White,Male
Cust_66757,49,Asian,Female
Cust_95005,33,Black,Female
Cust_89196,76,Black,Female
Cust_61557,51,White,Female
Cust_84145,31,Hispanic,Male
Cust_95438,72,Asian,Female
Cust_90570,23,White,Male
Cust_82427,48,White,Female
Cust_84772,42,White,Male
Cust_83879,30,White,Male
Cust_32191,29,White,Female
Cust_62785,73,White,Female
Cust_68646,20,Hispanic,Female
Cust_42387,33,White,Male
Cust_65517,41,White,Female
Cust_92118,78,Black,Male
Cust_668,33,Black,Male
Cust_61808,54,Hispanic,Male
Cust_39866,39,White,Female
Cust_89767,76,Hispanic,Male
Cust_8940,81,White,Male
Cust_43075,29,White,Female
Cust_55716,46,White,Male
Cust_81751,78,Asian,Male
Cust_63543,32,White,Male
Cust_84237,24,Hispanic,Female
Cust_78906,35,White,Female
Cust_16212,41,White,Female
Cust_80200,26,White,Female
Cust_33056,38,White,Female
Cust_20746,58,Hispanic,Female
Cust_54766,23,Hispanic,Male
Cust_9848,75,Black,Female
Cust_24285,44,Black,Female
Cust_14043,43,Black,Female
Cust_65850,43,Asian,Male
Cust_90045,22,White,Male
Cust_10039,66,White,Female
Cust_94733,27,Hispanic,Male
Cust_52958,31,Black,Male
Cust_52834,74,White,Female
Cust_84647,41,White,Male
Cust_47087,27,Black,Female
Cust_797,75,Black,Male
Cust_70635,18,Asian,Female
Cust_18922,25,White,Male
Cust_87971,39,White,Female
Cust_24087,20,Asian,Female
Cust_61172,63,White,Female
Cust_78442,21,White,Male
Cust_7054,21,White,Female
Cust_62510,60,White,Female
Cust_5661,24,Hispanic,Male
Cust_57050,56,White,Female
Cust_98346,28,White,Female
Cust_98309,59,White,Female
Cust_66990,23,White,Male
Cust_94771,35,White,Male
Cust_81736,71,White,Female
Cust_3963,29,Hispanic,Male
Cust_9161,26,White,Male
Cust_5663,36,Hispanic,Female
Cust_43993,59,White,Male
Cust_37187,62,Black,Female
Cust_37294,50,Black,Male
Cust_22214,41,White,Female
Cust_21931,59,White,Female
Cust_11668,25,White,Female
Cust_48935,83,Black,Female
Cust_64910,37,Black,Male
Cust_9497,54,Black,Female
Cust_86520,55,White,Male
Cust_54246,53,Black,Male
Cust_50617,79,Hispanic,Female
Cust_50134,37,Black,Female
Cust_44827,34,Hispanic,Female
Cust_51331,36,Black,Male
Cust_7329,45,White,Female
Cust_72201,81,Hispanic,Male
Cust_27576,69,White,Female
Cust_68026,37,White,Male
Cust_47570,36,Black,Female
Cust_69392,43,Asian,Male
Cust_89293,39,White,Male
Cust_90177,34,White,Female
Cust_36131,46,White,Female
Cust_4595,38,White,Female
Cust_39330,43,White,Female
Cust_56538,48,Asian,Female
Cust_55997,54,White,Male
Cust_46982,23,Black,Female
Cust_11638,50,White,Male
Cust_58740,65,White,Female
Cust_8934,37,White,Male
Cust_8801,47,White,Female
Cust_45870,53,Black,Female
Cust_31213,64,Asian,Male
Cust_16278,50,Hispanic,Female
Cust_79358,34,Hispanic,Male
Cust_58488,27,White,Female
Cust_54894,53,Black,Female
Cust_91925,56,White,Female
Cust_8931,62,Hispanic,Male
Cust_74540,25,Black,Male
Cust_94068,32,Hispanic,Female
Cust_28967,72,White,Male
Cust_61470,63,White,Female
Cust_93699,47,White,Male
Cust_34279,36,Black,Male
Cust_40044,74,Hispanic,Female
Cust_51533,24,Hispanic,Female
Cust_85173,42,Asian,Female
Cust_87674,32,White,Female
Cust_60638,62,Black,Female
Cust_63281,55,White,Male
Cust_88916,44,Hispanic,Male
Cust_90267,50,White,Female
Cust_18253,34,Hispanic,Female
Cust_53659,45,White,Male
Cust_80764,33,White,Female
Cust_42747,32,White,Male
Cust_67826,43,Hispanic,Female
Cust_97641,37,White,Female
Cust_77461,27,White,Female
Cust_21398,41,White,Male
Cust_63477,18,Black,Female
Cust_38150,33,White,Male
Cust_89655,72,White,Male
Cust_51257,30,Black,Male
Cust_78708,49,White,Female
Cust_13908,83,White,Female
Cust_64773,30,Black,Male
Cust_27039,37,White,Female
Cust_40570,33,Black,Female
Cust_48232,30,White,Male
Cust_74494,26,Black,Female
Cust_61461,27,White,Female
Cust_89234,40,White,Male
Cust_21965,78,Black,Female
Cust_4406,57,White,Male
Cust_45072,42,White,Female
Cust_83010,30,White,Male
Cust_83804,23,White,Male
Cust_17366,21,White,Male
Cust_99576,34,Asian,Male
Cust_33931,49,White,Female
Cust_70595,33,White,Female
Cust_16028,74,Asian,Male
Cust_48823,25,White,Male
Cust_9312,36,White,Female
Cust_5577,57,Black,Female
Cust_896,23,White,Female
Cust_69312,27,White,Male
Cust_2893,27,Hispanic,Male
Cust_48316,48,White,Male
Cust_79854,83,White,Female
Cust_62655,34,White,Male
Cust_43558,46,White,Female
Cust_3494,20,Hispanic,Male
Cust_90956,43,White,Male
Cust_59739,44,Hispanic,Female
Cust_92252,44,White,Male
Cust_98871,32,Black,Female
Cust_36732,41,White,Male
Cust_10499,21,Hispanic,Male
Cust_69651,67,Hispanic,Male
Cust_45566,48,White,Female
Cust_20154,65,White,Male
Cust_24463,39,White,Male
Cust_31343,32,White,Male
Cust_70232,53,White,Male
Cust_8282,48,White,Male
Cust_34960,63,White,Female
Cust_61194,19,White,Female
Cust_89181,30,White,Female
Cust_62402,72,White,Male
Cust_81624,50,White,Female
Cust_4014,39,Hispanic,Female
Cust_41091,72,White,Male
Cust_79933,29,White,Male
Cust_91486,60,Black,Female
Cust_16224,72,Black,Male
Cust_58352,27,White,Female
Cust_56160,22,White,Female
Cust_46191,76,Black,Male
Cust_8691,47,White,Male
Cust_47471,65,Hispanic,Female
Cust_49072,34,Black,Female
Cust_36118,54,Black,Female
Cust_76888,59,Hispanic,Male
Cust_50206,45,Black,Male
Cust_1052,60,White,Female
Cust_88135,83,Hispanic,Male
Cust_70682,27,Hispanic,Female
Cust_55910,19,White,Female
Cust_13246,48,Hispanic,Female
Cust_50607,28,White,Female
Cust_59485,26,Black,Male
Cust_63667,36,White,Female
Cust_47285,20,White,Female
Cust_55896,41,White,Male
Cust_89215,21,Hispanic,Female
Cust_37992,19,White,Male
Cust_57776,73,Hispanic,Female
Cust_23842,58,White,Female
Cust_75216,43,White,Male
Cust_43770,25,White,Female
Cust_76029,30,White,Female
Cust_81600,27,White,Female
Cust_15915,49,White,Female
Cust_71136,82,Hispanic,Male
Cust_10571,44,Indigenous,Male
Cust_28278,27,White,Female
Cust_47835,32,White,Male
Cust_70924,42,White,Male
Cust_54220,34,Black,Male
Cust_56924,39,White,Female
Cust_98082,19,White,Female
Cust_88432,29,White,Female
Cust_51262,43,Hispanic,Female
Cust_2910,24,White,Female
Cust_3881,32,White,Male
Cust_23683,21,Hispanic,Male
Cust_80971,37,White,Male
Cust_68754,30,Black,Male
Cust_61984,68,White,Female
Cust_95868,24,Hispanic,Female
Cust_54509,18,White,Male
Cust_34236,26,Hispanic,Male
Cust_11723,30,White,Male
Cust_62967,56,Hispanic,Male
Cust_48830,51,Asian,Female
Cust_96257,24,White,Female
Cust_42947,21,Black,Female
Cust_92694,22,Hispanic,Male
Cust_64582,70,White,Female
Cust_99688,36,White,Male
Cust_7584,52,White,Female
Cust_70778,50,White,Male
Cust_6597,19,White,Female
Cust_41181,76,White,Female
Cust_11964,30,White,Female
Cust_22361,18,White,Male
Cust_93440,72,Hispanic,Male
Cust_96966,43,White,Male
Cust_90947,42,White,Female
Cust_7913,53,White,Female
Cust_1300,50,White,Female
Cust_45581,37,White,Female
Cust_26494,25,Hispanic,Male
Cust_10542,29,White,Female
Cust_27761,25,White,Female
Cust_94255,22,White,Male
Cust_19004,26,Black,Male
Cust_79268,32,Black,Male
Cust_52316,35,White,Male
Cust_57738,21,Hispanic,Male
Cust_67702,26,Hispanic,Male
Cust_41079,47,Black,Female
Cust_85589,73,White,Female
Cust_97537,24,Black,Male
Cust_28589,59,Hispanic,Male
Cust_49135,21,White,Male
Cust_50013,18,Asian,Male
Cust_50354,55,White,Male
Cust_46447,83,Asian,Female
Cust_8750,57,White,Male
Cust_73879,20,Asian,Male
Cust_44227,30,White,Female
Cust_64532,79,White,Female
Cust_4268,66,Hispanic,Male
Cust_55132,43,Asian,Female
Cust_32309,29,White,Female
Cust_71225,58,White,Female
Cust_31281,35,Hispanic,Female
Cust_97438,54,White,Female
Cust_24192,19,Hispanic,Female
Cust_38071,24,White,Male
Cust_16143,33,Black,Female
Cust_49202,24,White,Male
Cust_41333,29,White,Female
Cust_48813,18,White,Female
Cust_94402,24,White,Male
Cust_35720,19,Black,Female
Cust_38691,57,White,Female
Cust_73894,29,Hispanic,Female
Cust_94157,64,White,Female
Cust_1260,44,White,Male
Cust_9901,62,Hispanic,Male
Cust_63848,41,White,Female
Cust_31923,39,White,Male
Cust_5092,51,White,Female
Cust_75389,44,White,Male
Cust_17341,36,White,Male
Cust_57793,35,Hispanic,Male
Cust_86511,33,White,Female
Cust_10200,35,White,Male
Cust_25142,24,White,Male
Cust_31353,27,Asian,Female
Cust_60434,66,Hispanic,Male
Cust_90323,27,White,Male
Cust_96439,37,Hispanic,Male
Cust_27749,35,White,Male
Cust_31049,26,Hispanic,Male
Cust_84929,50,Black,Male
Cust_54857,30,Black,Male
Cust_49230,61,White,Female
Cust_67666,35,Asian,Female
Cust_92052,59,White,Male
Cust_34864,40,White,Male
Cust_78039,24,White,Female
Cust_33610,75,White,Female
Cust_65790,32,Hispanic,Female
Cust_969,26,White,Male
Cust_87708,35,White,Male
Cust_79417,75,White,Male
Cust_58524,34,White,Male
Cust_12459,79,White,Male
Cust_47927,50,Hispanic,Male
Cust_7980,46,Hispanic,Female
Cust_58329,25,White,Male
Cust_97452,55,Hispanic,Female
Cust_79038,19,Hispanic,Male
Cust_25542,21,White,Male
Cust_86135,22,White,Female
Cust_36548,78,Black,Female
Cust_20614,28,Black,Male
Cust_25183,31,White,Male
Cust_32013,53,Black,Female
Cust_16929,18,Hispanic,Female
Cust_58468,36,White,Male
Cust_2225,55,White,Male
Cust_36820,20,Hispanic,Female
Cust_91787,25,White,Female
Cust_86591,67,White,Male
Cust_86721,51,White,Male
Cust_2494,20,White,Female
Cust_53795,49,White,Female
Cust_15000,49,Hispanic,Female
Cust_54850,21,White,Male
Cust_72883,72,Asian,Female
Cust_74442,36,White,Male
Cust_76912,29,Hispanic,Male
Cust_31054,49,Black,Female
Cust_52808,31,White,Female
Cust_67612,60,White,Female
Cust_59723,72,Black,Male
Cust_90201,28,White,Male
Cust_77111,47,White,Male
Cust_53772,77,Hispanic,Male
Cust_61544,53,Hispanic,Male
Cust_73457,22,White,Female
Cust_23293,52,White,Female
Cust_98197,47,White,Female
Cust_56345,51,White,Male
Cust_83195,19,Hispanic,Male
Cust_76167,42,White,Male
Cust_74648,47,White,Male
Cust_53753,20,Black,Male
Cust_43842,57,Hispanic,Female
Cust_52135,62,White,Female
Cust_43166,30,Indigenous,Male
Cust_33667,20,White,Male
Cust_28505,19,Hispanic,Male
Cust_30727,25,White,Female
Cust_93640,57,White,Male
Cust_32408,74,White,Male
Cust_66207,42,White,Male
Cust_51109,20,Black,Male
Cust_34854,67,Hispanic,Male
Cust_6090,29,White,Female
Cust_7158,28,Hispanic,Male
Cust_65664,23,Black,Male
Cust_15140,72,Black,Female
Cust_38097,37,Black,Female
Cust_78878,51,White,Female
Cust_88930,61,White,Male
Cust_19686,28,Hispanic,Female
Cust_87551,48,White,Male
Cust_50181,35,White,Female
Cust_90015,56,Hispanic,Female
Cust_47813,37,White,Female
Cust_23349,48,White,Male
Cust_71574,41,Asian,Female
Cust_77060,26,Hispanic,Female
Cust_93978,32,Asian,Male
Cust_81548,18,Black,Female
Cust_81763,68,White,Female
Cust_44740,23,Asian,Male
Cust_29544,50,Black,Female
Cust_39252,51,White,Female
Cust_36013,28,Hispanic,Male
Cust_62173,19,White,Male
Cust_34507,33,White,Female
Cust_26705,27,Black,Female
Cust_13083,60,White,Female
Cust_28282,52,White,Female
Cust_35385,33,White,Male
Cust_12165,74,White,Female
Cust_99554,24,White,Female
Cust_19894,34,Asian,Male
Cust_83724,64,White,Male
Cust_68927,37,White,Female
Cust_70837,22,White,Male
Cust_12015,50,White,Male
Cust_77752,43,White,Male
Cust_50102,48,Hispanic,Female
Cust_64190,27,Asian,Female
Cust_67644,82,White,Male
Cust_65056,24,Hispanic,Female
Cust_96453,26,White,Female
Cust_57570,46,Black,Female
Cust_56300,83,White,Male
Cust_74408,65,Black,Male
Cust_36664,43,White,Male
Cust_20679,31,White,Male
Cust_23022,33,Hispanic,Male
Cust_66499,55,White,Female
Cust_95431,29,White,Female
Cust_98610,27,White,Female
Cust_54010,22,White,Female
Cust_25910,25,White,Male
Cust_62384,52,White,Male
Cust_64998,62,White,Female
Cust_75302,62,Hispanic,Female
Cust_26782,21,Black,Female
Cust_15043,83,White,Male
Cust_69763,64,Black,Female
Cust_71371,31,Hispanic,Male
Cust_44326,33,Black,Female
Cust_28423,47,White,Male
Cust_46639,33,White,Female
Cust_52047,66,White,Female
Cust_25960,25,White,Male
Cust_41956,32,Asian,Male
Cust_91453,22,Black,Male
Cust_98564,36,White,Male
Cust_45402,49,Hispanic,Male
Cust_81356,34,White,Female
Cust_44706,22,Black,Male
Cust_39104,79,White,Female
Cust_78342,33,Hispanic,Female
Cust_27942,33,Hispanic,Male
Cust_23239,21,Hispanic,Male
Cust_72141,50,White,Male
Cust_41035,83,Black,Male
Cust_40110,27,White,Female
Cust_86279,44,White,Female
Cust_17321,64,White,Male
Cust_95367,30,Asian,Male
Cust_20521,22,White,Female
Cust_61427,22,Hispanic,Male
Cust_66789,41,White,Male
Cust_67299,23,White,Female
Cust_86345,44,Hispanic,Female
Cust_13608,20,White,Female
Cust_99850,19,White,Female
Cust_1430,46,White,Female
Cust_70246,54,White,Male
Cust_13431,35,White,Male
Cust_94611,51,White,Female
Cust_37133,41,White,Female
Cust_83050,46,White,Male
Cust_58389,34,White,Female
Cust_78043,29,White,Female
Cust_69669,51,White,Male
Cust_64414,39,White,Female
Cust_83899,24,White,Male
Cust_17245,47,White,Male
Cust_33872,19,White,Female
Cust_95859,36,White,Male
Cust_44527,20,Asian,Female
Cust_42294,47,White,Male
Cust_93758,75,Asian,Male
Cust_79932,69,White,Female
Cust_57732,18,Black,Female
Cust_71541,42,Indigenous,Female
Cust_5458,29,Black,Male
Cust_29074,63,Asian,Male
Cust_75042,57,White,Male
Cust_57671,36,White,Female
Cust_22626,20,White,Female
Cust_39361,23,White,Female
Cust_49014,69,White,Female
Cust_94078,32,White,Male
Cust_80747,35,Black,Female
Cust_26570,35,Hispanic,Male
Cust_1334,28,White,Male
Cust_98650,69,White,Female
Cust_45586,19,White,Male
Cust_9277,44,White,Female
Cust_77747,48,Black,Female
Cust_94082,73,Hispanic,Male
Cust_69161,24,White,Male
Cust_59409,21,White,Male
Cust_40042,75,Hispanic,Female
Cust_56989,32,White,Female
Cust_14973,42,Hispanic,Male
Cust_66920,18,White,Female
Cust_95285,32,Asian,Male
Cust_2859,27,White,Male
Cust_5071,34,Hispanic,Male
Cust_81498,34,White,Female
Cust_60752,73,Asian,Female
Cust_56374,22,White,Female
Cust_71872,54,White,Male
Cust_88971,61,White,Male
Cust_74783,36,Black,Female
Cust_41941,22,Asian,Male
Cust_58262,51,White,Male
Cust_8165,25,White,Female
Cust_54455,40,Asian,Female
Cust_24446,41,Black,Male
Cust_33820,24,White,Male
Cust_40586,25,White,Male
Cust_38666,23,White,Female
Cust_28441,53,White,Male
Cust_8019,60,White,Male
Cust_15999,36,White,Male
Cust_38995,19,White,Female
Cust_36956,19,White,Male
Cust_71290,43,White,Female
Cust_80649,32,White,Male
Cust_90787,78,White,Female
Cust_97681,39,White,Female
Cust_21503,36,White,Male
Cust_40245,60,White,Female
Cust_38387,75,Black,Female
Cust_60478,33,Hispanic,Male
Cust_39621,18,Asian,Male
Cust_22289,24,White,Female
Cust_47919,19,White,Female
Cust_28568,31,White,Male
Cust_51102,33,White,Male
Cust_59992,58,White,Male
Cust_25454,45,White,Female
Cust_54558,30,Hispanic,Female
Cust_93296,70,White,Male
Cust_73346,20,White,Male
Cust_61289,28,White,Female
Cust_16012,34,Asian,Male
Cust_84271,18,Hispanic,Female
Cust_3289,42,Asian,Female
Cust_21580,80,White,Female
Cust_55713,43,White,Male
Cust_37543,28,Hispanic,Male
Cust_35567,23,White,Female
Cust_9844,21,White,Female
Cust_60395,35,Black,Male
Cust_24509,51,White,Female
Cust_11814,22,White,Male
Cust_2644,63,Black,Male
Cust_95567,46,Black,Female
Cust_45745,32,White,Male
Cust_39005,51,White,Male
Cust_58114,36,White,Male
Cust_70776,24,White,Male
Cust_62260,52,Black,Female
Cust_11850,32,Hispanic,Male
Cust_61760,58,Black,Female
Cust_59833,18,White,Male
Cust_6849,32,White,Female
Cust_26211,48,White,Male
Cust_19605,61,White,Female
Cust_29561,21,White,Female
Cust_76098,48,White,Female
Cust_33709,22,White,Female
Cust_20151,63,Hispanic,Female
Cust_36095,42,Black,Female
Cust_35174,60,Asian,Female
Cust_45935,22,White,Female
Cust_55570,22,Black,Female
Cust_96045,46,White,Male
Cust_90014,42,Black,Female
Cust_53229,44,White,Male
Cust_72157,34,White,Male
Cust_92338,37,Hispanic,Female
Cust_74347,37,White,Female
Cust_69140,54,White,Female
Cust_69066,75,Black,Male
Cust_36232,34,White,Male
Cust_8644,60,Hispanic,Female
Cust_17930,22,White,Male
Cust_48105,37,White,Female
Cust_30275,20,White,Male
Cust_58302,59,Black,Female
Cust_95930,23,White,Female
Cust_89685,78,White,Male
Cust_30765,36,White,Female
Cust_11479,68,White,Female
Cust_81263,23,White,Male
Cust_53798,19,Asian,Female
Cust_25037,50,White,Female
Cust_58916,76,White,Female
Cust_94446,34,White,Male
Cust_69550,25,Hispanic,Female
Cust_69445,39,White,Female
Cust_18760,40,Hispanic,Male
Cust_78352,46,Hispanic,Female
Cust_32490,24,Hispanic,Female
Cust_2591,41,White,Female
Cust_33570,34,Hispanic,Male
Cust_59110,40,White,Female
Cust_48954,80,White,Male
Cust_78289,38,White,Female
Cust_71916,43,White,Female
Cust_31240,54,White,Male
Cust_15260,28,White,Female
Cust_54018,35,Hispanic,Male
Cust_84323,53,White,Female
Cust_89453,21,White,Female
Cust_88453,39,Hispanic,Male
Cust_73366,19,White,Female
Cust_68370,76,White,Male
Cust_51271,71,Hispanic,Female
Cust_88486,56,Asian,Male
Cust_27262,56,White,Male
Cust_34332,39,Asian,Male
Cust_14715,66,White,Male
Cust_52552,35,White,Female
Cust_20709,32,White,Male
Cust_64588,42,White,Male
Cust_22987,29,Black,Male
Cust_51713,51,Hispanic,Female
Cust_83069,63,White,Male
Cust_9831,27,White,Male
Cust_11777,43,White,Female
Cust_68518,49,Hispanic,Female
Cust_76597,49,Black,Male
Cust_16962,51,Black,Female
Cust_42683,58,Black,Female
Cust_5718,23,White,Male
Cust_54057,39,White,Male
Cust_84372,35,White,Female
Cust_45820,76,White,Female
