InterestRate,Installment,LogAnnualInc,DebtIncRatio,CreditLineAge,RevBalance,RevUtilization,FICOScore,Purpose,Delinquencies2Yrs,Inquiries6Mnths,Age,Race,Gender,CreditPolicy,PublicRecord,Default,BIN_CreditLineAge,BIN_DebtIncRatio,BIN_FICOScore,BIN_Inquiries6Mnths,BIN_LogAnnualInc,BIN_RevBalance,BIN_RevUtilization
0.2168470418,118.68992709,12.659241398,21.033697309,10142.344606,6086.4806021,100,679.07187219,credit_card,0,0,13,Indigenous,Female,0,1,1,5,5,1,2,5,2,5
0.0444316975,2.2644449811,8.8348817464,19.787257191,583.78390045,10678.550503,0,641.50138792,educational,2,4,29,Indigenous,Female,1,1,1,1,5,1,5,1,3,1
0.0856355753,241.66719566,9.1904399603,19.437147207,4433.0030119,1108.47942,22.524135654,634.79085084,credit_card,0,2,89,Indigenous,Male,0,0,1,3,5,1,4,1,1,2
0.1706310216,750.80751984,11.599745422,4.3356722019,0,35196.13132,100,698.1162061,credit_card,0,1,15,Asian,Female,0,2,1,1,1,2,4,5,5,5
0.2068467871,155.27791936,11.356736644,11.757565777,3538.0029332,98160.299651,31.38204384,693.86287787,credit_card,2,7,89,White,Male,1,1,1,2,3,2,5,5,5,2
0.1519935673,334.95938432,11.528052803,18.635822657,3897.2832299,125898.76865,8.3789934358,675.79581783,major_purchase,3,5,85,Black,Male,1,0,1,3,5,1,5,5,5,1
0.124743634,802.61038312,10.100582377,23.42348768,2898.6905442,2826.5874893,19.064866858,620.33875024,debt_consolidation,0,5,89,Asian,Male,1,0,1,2,5,1,5,1,2,1
0.1822220505,23.00911411,10.241456167,18.074499281,6712.0897502,22114.900382,47.77871153,674.63266049,all_other,1,5,11,White,Female,1,0,1,5,5,1,5,1,5,3
0.1354046084,193.59334729,10.982656367,20.188989287,7011.4478784,2626.8374694,0,688.1510524,credit_card,0,9,38,White,Male,0,0,1,5,5,2,5,3,2,1
0.1448158708,600.24897682,10.270695039,29.582662174,4606.6242905,30413.656023,0,702.53384811,educational,4,9,57,Black,Female,1,0,1,3,5,3,5,1,5,1
0.1795460947,429.94633692,11.132397152,19.138848379,8719.8990654,0,71.225358057,696.31781207,home_improvement,0,1,75,White,Male,1,1,1,5,5,2,4,4,1,4
0.1944641699,74.989469788,10.971410336,20.309074344,6644.5935557,9838.8653578,100,740.05281708,home_improvement,2,8,8,Black,Male,1,1,1,5,5,5,5,3,3,5
0.0475155469,213.80345741,9.7128996974,21.268272861,1781.0304486,0,4.2125513885,700.7314137,home_improvement,1,6,96,Asian,Female,0,1,1,1,5,3,5,1,1,1
0.1170778774,138.01216671,10.001796461,32.848132646,7734.3319989,28960.240965,0,731.25518123,debt_consolidation,4,15,63,Asian,Male,1,2,1,5,5,4,5,1,5,1
0.1506564074,317.36491655,10.266762656,5.461179027,3423.358834,15356.353008,100,665.44910717,educational,0,0,67,White,Male,1,2,1,2,1,1,2,1,4,5
0.0641192815,819.5206869,9.6916952356,18.43825833,2690.5581046,7476.4616192,98.354453093,719.08986775,home_improvement,0,8,91,Hispanic,Male,0,1,1,2,5,4,5,1,3,5
0.0927052161,315.92451512,11.803328952,19.228284031,1939.2591004,7124.9960668,16.789760804,658.63847078,all_other,1,12,75,White,Male,1,2,1,1,5,1,5,5,3,1
0.1793669673,1234.5255433,9.5498652834,20.577738205,268.25227842,2800.2698224,12.050806809,736.51897884,major_purchase,2,0,66,Hispanic,Male,1,1,1,1,5,4,2,1,2,1
0.1311568785,272.5779015,12.474747157,22.303250331,3205.6616515,18057.443505,100,719.33804857,educational,2,5,57,White,Female,1,2,1,2,5,4,5,5,4,5
0.1443053307,242.41542356,11.033905562,30.199588472,1357.8235397,17196.439561,38.357417945,677.42957483,small_business,2,2,63,Asian,Female,1,0,1,1,5,1,4,3,4,2
0.0700183718,489.87566392,9.3783769516,23.820279026,3907.0029734,20116.513544,29.515167685,702.66363231,major_purchase,0,4,49,Black,Male,1,1,1,3,5,3,5,1,4,2
0.1450107816,168.86313125,10.910833545,25.434590505,996.49881064,67258.451799,86.536617567,706.31039596,major_purchase,4,9,64,Hispanic,Male,0,2,1,1,5,3,5,3,5,5
0.1051496432,230.31657993,9.787647478,21.909107224,5746.8229304,69952.373008,10.520946101,647.21289397,major_purchase,1,0,8,Asian,Male,1,0,1,4,5,1,2,1,5,1
0.1686257624,1128.6073561,9.8148329337,23.464770089,604.84304981,18991.272289,25.697377704,690.70614268,home_improvement,0,11,34,White,Male,0,2,1,1,5,2,5,1,4,2
0.2007288163,219.92754223,11.377571977,26.073429091,894.96758704,2630.7896639,100,704.09833456,credit_card,3,4,32,White,Female,1,1,1,1,5,3,5,5,2,5
0.1035249469,150.70107318,12.034451543,14.147934578,15984.500743,0,49.13780036,640.27355715,credit_card,1,3,69,Asian,Male,0,0,1,5,3,1,5,5,1,3
0.1846184491,444.50096538,11.109179223,5.7474158576,2784.7436665,18945.078307,66.544027327,669.90849646,debt_consolidation,4,5,69,Indigenous,Male,0,1,1,2,1,1,5,4,4,4
0.1277041685,35.679573037,10.315482462,17.24294194,4161.6542212,8549.7516521,100,661.45980177,small_business,4,6,0,Asian,Male,1,1,1,3,4,1,5,1,3,5
0.1503215047,204.10846052,10.571176326,23.008654847,206.66138021,0,71.457145769,659.79628896,educational,1,0,46,Hispanic,Female,1,2,1,1,5,1,2,2,1,5
0.1768123586,900.63253564,11.183162407,24.634958942,3909.4981386,33529.9828,22.303646508,635.83987588,debt_consolidation,0,11,9,Indigenous,Male,0,1,1,3,5,1,5,4,5,2
0.1468311479,50,9.9778824911,21.795333022,2359.3212907,5554.5515104,51.481555519,623.29847265,educational,1,0,47,Asian,Male,0,2,1,1,5,1,2,1,2,3
0.183023079,235.75347046,12.973535206,30.487291972,12786.13097,1299.5076325,79.173176028,705.32449197,home_improvement,0,0,34,Asian,Male,0,2,1,5,5,3,2,5,1,5
0.1205751226,36.419221538,10.613512295,25.927609126,4915.8025994,15877.690501,30.706894746,662.96876381,credit_card,3,14,17,Hispanic,Male,1,0,1,4,5,1,5,2,4,2
0.1269228761,744.81027957,10.852443254,15.649996768,4227.4472134,0,0,658.26195355,debt_consolidation,1,7,27,Hispanic,Female,0,0,1,3,4,1,5,3,1,1
0.1667709026,579.84489449,11.057698196,14.766211685,10428.857757,0,100,675.15030412,major_purchase,3,1,66,Indigenous,Male,1,1,1,5,4,1,4,4,1,5
0.1067024402,556.40074603,11.955053166,25.299104743,6071.9310199,29367.452419,74.881047618,665.92616964,home_improvement,3,0,81,Hispanic,Male,1,1,1,4,5,1,2,5,5,5
0.1202304957,346.146643,10.423798582,14.406719077,5399.8972034,4365.4222454,98.666372103,676.73031741,major_purchase,0,1,59,Black,Female,0,1,1,4,4,1,4,1,2,5
0.0797353265,650.14949045,10.043479438,24.947596781,0,0,78.238418334,670.24698742,educational,4,7,22,White,Female,0,2,1,1,5,1,5,1,1,5
0.1909958905,446.22277988,10.771316658,15.061760695,2110.3548197,31306.608809,55.554847078,694.19895313,major_purchase,1,9,86,Hispanic,Male,0,2,1,1,4,2,5,2,5,4
0.1714955914,198.68666507,11.306111196,24.568163135,12608.197704,0,66.805874647,741.51463081,home_improvement,3,13,24,Black,Female,1,2,1,5,5,5,5,4,1,4
0.1843143145,213.42103485,10.186835195,30.662086954,4737.2796279,21223.351335,91.828424821,742.42572434,home_improvement,1,15,25,White,Male,0,2,1,4,5,5,5,1,4,5
0.1058159474,17.060443134,9.4340743312,16.550891164,1059.4170862,22570.971632,85.115541912,695.80375441,major_purchase,0,1,62,Black,Male,1,2,1,1,4,2,4,1,5,5
0.1981316601,50,10.253862261,18.04339574,4431.0890056,36166.506631,100,689.05881584,major_purchase,1,0,77,Black,Male,1,0,1,3,5,2,2,1,5,5
0.0792583727,809.79038846,11.172627993,19.359365949,2396.2482705,9109.6180319,0,735.38965317,all_other,1,0,69,White,Male,1,2,1,1,5,4,2,4,3,1
0.2041900618,205.76873265,10.441119875,7.8126313484,2658.2279411,17027.271011,0,723.34865266,credit_card,4,7,36,White,Male,0,1,1,2,2,4,5,1,4,1
0.0515593447,376.05959333,10.782146691,28.498977098,2494.419095,0,16.886191125,626.70040524,educational,4,7,39,White,Female,1,0,1,1,5,1,5,2,1,1
0.2099016667,61.434332691,9.8347043216,14.989373501,2662.5229922,816.97153398,0,729.64402085,home_improvement,1,5,7,Hispanic,Female,0,2,1,2,4,4,5,1,1,1
0.0786119227,23.11449225,9.8792026714,21.073280639,7050.6955413,2322.7405721,70.924805475,718.12096103,all_other,1,7,26,Black,Male,1,0,1,5,5,4,5,1,2,4
0.1817074634,180.28012035,9.8099416153,12.486554724,1031.0273995,0,24.808410449,671.21350668,educational,1,8,37,Indigenous,Female,0,2,1,1,3,1,5,1,1,2
0.0832620896,952.01275467,10.804010258,0,3875.0198628,767.36411339,18.03244728,688.00744982,major_purchase,4,8,63,White,Male,1,0,1,3,1,2,5,3,1,1
0.1355921803,221.8571293,11.840964253,25.909114893,1450.7144403,5976.2600739,100,701.5959618,debt_consolidation,0,2,95,White,Male,0,0,1,1,5,3,4,5,2,5
0.04165479,1109.246637,11.230250851,10.041097682,910.02235902,4300.3904924,84.520772754,690.03328753,credit_card,0,6,59,White,Male,1,2,1,1,2,2,5,4,2,5
0.1367074007,312.48905289,9.4464793796,20.400236774,5326.4467576,26566.184892,61.885114441,692.27050924,credit_card,0,6,86,White,Male,1,0,1,4,5,2,5,1,5,4
0.134892753,344.46126149,10.71457236,14.706364318,1561.6291486,10845.952809,89.330979304,697.26192248,small_business,0,15,51,Asian,Male,0,2,1,1,4,2,5,2,3,5
0.0793832654,287.51716414,9.8587204497,20.73604905,2383.0822125,13873.341928,48.375450487,724.5133476,home_improvement,4,2,60,White,Female,0,0,1,1,5,4,4,1,4,3
0.1250910434,307.63397347,10.751124081,16.461538665,815.86651313,12282.823233,88.924363838,705.01200124,educational,1,6,29,White,Male,1,2,1,1,4,3,5,2,4,5
0.1990516199,334.40309201,10.143156446,13.075794705,6416.2998145,131597.0619,68.529344259,702.03196218,all_other,3,5,10,Black,Female,0,0,1,5,3,3,5,1,5,4
0.1050084928,50,10.548001949,25.337604006,6654.396523,36736.254381,26.297708351,693.21012922,credit_card,4,15,73,Hispanic,Female,0,2,1,5,5,2,5,2,5,2
0.1713410638,50,9.620890536,26.138649902,1212.4536515,9285.4417928,74.828394389,691.24697748,debt_consolidation,4,2,13,Indigenous,Female,1,0,1,1,5,2,4,1,3,5
0.1507371881,298.68484703,10.818765465,25.823875626,3374.1991642,95461.053339,48.040085441,703.08675121,all_other,0,10,90,Hispanic,Male,1,2,1,2,5,3,5,3,5,3
0.0810828718,665.97276503,11.267207138,15.928061347,3279.3888041,29020.737286,73.417830935,666.17819294,debt_consolidation,0,12,59,Black,Female,1,1,1,2,4,1,5,4,5,5
0.1734712603,156.21306296,10.707839399,18.32585771,4436.6616081,30577.07615,100,754.90150128,home_improvement,4,1,41,Black,Male,0,0,1,3,5,5,4,2,5,5
0.1791450473,33.08929114,11.233716081,25.057728413,1540.7068656,11761.017232,59.429219165,741.88826,educational,2,8,25,Indigenous,Female,0,1,1,1,5,5,5,4,4,4
0.1314394834,221.41634287,9.3210853196,16.983753758,2738.4992625,24398.289437,20.375484894,679.9540845,credit_card,1,13,46,Black,Female,0,1,1,2,4,1,5,1,5,1
0.1173255557,596.65509785,9.3665357413,10.793424108,2992.0452854,46846.519818,100,662.60235288,all_other,0,4,76,Asian,Female,0,2,1,2,2,1,5,1,5,5
0.1757241915,284.48816307,10.093592478,14.001227603,5291.6001023,4723.5754738,20.778954116,702.0299469,major_purchase,1,7,96,Hispanic,Male,1,0,1,4,3,3,5,1,2,1
0.136984407,120.94590517,9.7770662737,27.264923115,1629.8926778,21775.017336,59.40591391,740.25870951,all_other,2,0,9,White,Male,1,1,1,1,5,5,2,1,4,4
0.1785986897,68.088304161,11.725330123,25.979421715,5490.8032188,35016.951517,74.614831484,676.30622128,home_improvement,2,0,71,Asian,Male,1,1,1,4,5,1,2,5,5,5
0.0803857741,40.070415377,9.7273686388,19.364332615,2900.0116236,28717.276889,31.263799793,702.53003102,debt_consolidation,0,1,16,Indigenous,Female,0,1,1,2,5,3,4,1,5,2
0.1490014364,1212.0463097,11.180558036,22.195881734,4742.5503416,30769.312254,100,791.93254451,all_other,1,6,0,Asian,Female,1,2,1,4,5,5,5,4,5,5
0.0584520446,195.26591462,11.020855273,14.88453942,5963.8002729,47951.149785,33.588791542,696.62601586,credit_card,0,15,66,Asian,Male,0,0,1,4,4,2,5,3,5,2
0.185870027,204.52435145,10.611619591,13.120294108,13836.094814,49463.894685,22.745786418,615.16559163,educational,1,0,87,Hispanic,Male,1,2,1,5,3,1,2,2,5,2
0.0489935452,217.07351085,9.8999278839,3.5296401084,4192.4579793,5597.3266575,33.049342816,749.05231105,credit_card,4,15,7,Black,Male,1,0,1,3,1,5,5,1,2,2
0.2292365976,222.46253492,10.678494471,15.26202853,2572.6547889,36678.881367,24.884310401,673.77144472,all_other,1,8,60,Asian,Female,1,0,1,2,4,1,5,2,5,2
0.1245682687,93.934795751,9.6377145333,21.848746957,1427.5179605,6410.4489359,83.277547626,662.05530541,educational,3,5,96,White,Male,0,0,1,1,5,1,5,1,3,5
0.1858195193,360.33981505,11.574780875,28.623269499,5023.8810476,5757.3937779,100,668.3941397,debt_consolidation,1,15,55,Asian,Male,1,1,1,4,5,1,5,5,2,5
0.1757469866,191.18619394,10.400211817,28.312947625,9500.9134361,11378.036835,6.8388882335,688.65943559,credit_card,3,1,42,Indigenous,Female,0,2,1,5,5,2,4,1,3,1
0.0851038012,1093.1469565,9.8041595697,15.275906309,5206.9863719,357.08817542,100,764.60772198,small_business,3,7,24,White,Female,0,0,1,4,4,5,5,1,1,5
0.1688629661,742.17438314,12.057245435,11.462720343,6954.3523667,138311.96033,64.933470571,679.36368905,small_business,2,14,32,Asian,Male,0,1,1,5,3,1,5,5,5,4
0.1050175956,50,10.300711644,23.849432339,1128.6705313,1875.703188,0,754.0510307,small_business,1,12,100,Black,Female,0,0,1,1,5,5,5,1,1,1
0.0902350532,593.62319026,11.89148474,22.649442592,4442.0402579,0,4.7245556397,745.98920959,small_business,2,10,62,White,Male,0,2,1,3,5,5,5,5,1,1
0.1045096988,132.85043886,11.703578972,14.447649467,9718.4822174,32441.53177,0,644.05362796,all_other,3,0,18,Black,Female,1,1,1,5,4,1,2,5,5,1
0.2027821803,394.79110932,9.3605936182,20.396628465,12887.214999,11779.297446,100,674.3414121,credit_card,3,3,92,Hispanic,Female,0,2,1,5,5,1,5,1,4,5
0.1887878811,1086.0244186,10.671161149,24.540171498,2860.1344773,30173.863577,100,708.51562773,small_business,0,8,71,Black,Male,0,1,1,2,5,3,5,2,5,5
0.1044142946,228.08334913,11.538959147,11.309277151,1990.1048674,0,46.588729783,691.01518642,small_business,0,5,70,Asian,Female,0,1,1,1,3,2,5,5,1,3
0.203227739,483.41473948,12.176555943,20.47051169,2329.0889592,25172.411568,7.4562708636,738.93260788,home_improvement,1,7,31,Black,Male,1,1,1,1,5,5,5,5,5,1
0.0814815353,248.84172452,9.8863610411,0,0,28466.141667,0,703.64400135,debt_consolidation,3,8,37,Black,Female,1,0,1,1,1,3,5,1,5,1
0.0634245613,410.81294823,10.610025916,24.343205052,1390.5355165,2670.7463325,86.830306203,675.57972479,home_improvement,1,12,20,Black,Male,1,2,1,1,5,1,5,2,2,5
0.1808454908,89.005763191,9.9256390291,1.5835606288,3996.7007844,10348.373561,40.366445827,613.52662164,educational,3,7,12,Hispanic,Female,0,1,1,3,1,1,5,1,3,3
0.1152326138,925.5985634,9.9469173613,30.853647364,10184.20149,0,84.575957483,789.23834624,debt_consolidation,1,0,19,Hispanic,Male,0,1,1,5,5,5,2,1,1,5
0.1188742391,545.09496395,11.697462584,14.108836862,4385.00772,35038.004531,70.792359763,636.61740763,small_business,0,4,73,Indigenous,Male,1,0,1,3,3,1,5,5,5,4
0.1756328231,280.45557638,10.666346126,16.18852475,5301.8281197,14089.792138,51.988093306,680.61624732,all_other,2,3,72,Black,Female,0,1,1,4,4,1,5,2,4,3
0.0896112837,415.70429694,9.8920615055,30.578829613,7392.4077638,28256.46354,91.576857795,690.11926855,all_other,3,0,84,Black,Male,1,0,1,5,5,2,2,1,5,5
0.1036522266,397.68964202,9.9140331865,15.912993876,4354.7806291,18191.861299,59.536994862,709.77179579,major_purchase,4,0,28,Asian,Male,0,2,1,3,4,3,2,1,4,4
0.0815408148,138.89991478,9.0022630006,19.162802618,11303.077126,18986.714051,91.570770423,653.25488222,small_business,1,9,16,Hispanic,Female,1,2,1,5,5,1,5,1,4,5
0.1475858191,306.75855783,11.53335282,15.427136797,14460.685639,5742.1258438,68.876382936,685.88729394,small_business,2,15,25,Indigenous,Female,0,1,1,5,4,2,5,5,2,4
0.1529910424,637.52063394,11.690371932,11.53922099,10907.835091,86.014636469,53.389267356,653.68354376,educational,4,13,20,Hispanic,Male,0,2,1,5,3,1,5,5,1,3
0.0857928242,25.883076071,10.310603096,16.832258062,2519.8305245,3077.0558677,0,740.09680998,all_other,1,12,7,Hispanic,Male,0,0,1,2,4,5,5,1,2,1
0.1913140485,552.78967678,10.973572094,14.609103119,5419.3213,0,32.492046603,669.58573725,major_purchase,0,1,98,White,Male,1,2,1,4,4,1,4,3,1,2
0.0998093329,352.97074933,10.279426069,25.856090032,0,8241.9994459,44.876535651,677.68719821,home_improvement,2,1,62,Indigenous,Female,1,0,1,1,5,1,4,1,3,3
0.2131676098,50,9.3372820884,6.2698125412,5225.3561765,13554.654472,33.267486753,686.11203817,home_improvement,0,6,15,Indigenous,Female,1,2,1,4,1,2,5,1,4,2
0.1394693696,242.13802891,10.072423931,18.51023518,4310.5397555,5397.6194391,84.265247909,647.04529116,educational,1,14,74,White,Female,1,1,1,3,5,1,5,1,2,5
0.1852441187,46.432375456,9.9287914973,15.348564356,4571.6818833,21274.328749,15.61493369,670.38326024,educational,3,9,83,Black,Female,0,2,1,3,4,1,5,1,4,1
0.0576978508,436.14495632,10.468132318,27.246419438,454.5868562,4664.0404294,100,755.50384692,all_other,0,7,5,Hispanic,Female,1,0,1,1,5,5,5,1,2,5
0.1757625823,875.85385332,11.029372212,13.703839397,5908.792559,145509.21497,41.098408611,667.61312481,major_purchase,0,9,10,Black,Female,0,0,1,4,3,1,5,3,5,3
0.1241279798,293.26540962,12.065820233,28.916054055,1489.9671934,32315.84084,11.321219359,691.46003671,all_other,3,7,98,Hispanic,Male,1,0,1,1,5,2,5,5,5,1
0.0789238997,548.9995255,9.8363476767,17.991144327,1717.1942804,12433.312607,63.965941446,806.80436709,credit_card,0,5,21,Hispanic,Male,1,0,1,1,5,5,5,1,4,4
0.1428489578,846.1183641,10.912614365,1.9827020138,4008.2341572,2409.2604635,100,751.36626162,credit_card,3,1,70,Hispanic,Male,1,0,1,3,1,5,4,3,2,5
0.1685496141,152.81672173,10.501655341,16.88410458,814.09104025,0,0,723.44637276,home_improvement,2,0,79,White,Female,1,1,1,1,4,4,2,1,1,1
0.1716033034,732.60356075,11.504723907,22.627931757,1624.7294445,0,95.476130483,635.14155175,credit_card,3,8,51,White,Female,0,2,1,1,5,1,5,5,1,5
0.0959144451,197.09745825,12.016824986,20.631338318,5577.4182384,16619.268785,99.6888728,736.28445858,all_other,1,1,98,White,Female,1,1,1,4,5,4,4,5,4,5
0.0727643999,24.263823034,9.5920474419,22.781268513,10142.991922,23573.563228,12.208130653,700.091974,debt_consolidation,2,8,81,White,Male,1,1,1,5,5,3,5,1,5,1
0.0562008894,815.14576816,11.574089052,17.183604112,3294.5731298,41574.702031,0,690.58407628,debt_consolidation,1,14,100,White,Male,1,2,1,2,4,2,5,5,5,1
0.0873974881,294.1311874,11.876501061,5.9766835048,3635.0195041,0,0,643.00542333,debt_consolidation,0,15,99,Asian,Female,0,1,1,2,1,1,5,5,1,1
0.1318369203,617.10256673,10.530912484,21.357471055,7817.9158278,2268.6451651,16.708473514,708.43964358,educational,1,2,42,Asian,Male,0,2,1,5,5,3,4,2,1,1
0.0744714445,72.760684821,10.842769722,14.658420095,5354.3589376,0,17.555583562,732.91069645,all_other,3,7,80,White,Male,1,0,1,4,4,4,5,3,1,1
0.1887790966,50,11.184010464,23.938126968,1725.9959203,6304.4862927,65.216150328,670.10634956,credit_card,0,6,77,Hispanic,Male,1,1,1,1,5,1,5,4,3,4
0.1484384996,294.15627367,11.472540863,12.710172782,9211.4911029,7258.3200349,73.787782845,644.20216572,debt_consolidation,2,12,89,Hispanic,Male,1,2,1,5,3,1,5,5,3,5
0.0839647923,313.07328822,11.597776911,4.4671790674,2288.9045108,22308.676641,100,659.7929898,small_business,1,5,27,Asian,Female,1,2,1,1,1,1,5,5,5,5
0.1432371554,178.28496182,11.734424735,21.983116398,15326.569097,0,92.393838667,669.00101589,all_other,3,13,86,White,Male,1,2,1,5,5,1,5,5,1,5
0.1793017297,266.06883386,10.984640791,26.162391006,12188.541792,156961.7245,20.082585151,714.89469654,debt_consolidation,0,10,43,Indigenous,Male,1,0,1,5,5,3,5,3,5,1
0.1746664455,997.67375664,11.602303735,14.901288232,6248.2924059,17243.352489,100,634.82557678,debt_consolidation,2,15,18,White,Male,1,2,1,4,4,1,5,5,4,5
0.162629877,570.09558,10.48958852,11.773468923,4330.8930024,235.44101572,74.225964391,669.9393921,all_other,0,13,93,White,Male,0,0,1,3,3,1,5,1,1,5
0.1734831734,96.143266696,12.001002584,9.7762006308,2161.7837384,0,30.514386628,726.08612963,home_improvement,4,6,30,Indigenous,Male,1,1,1,1,2,4,5,5,1,2
0.091961847,314.46824787,9.6490397542,17.039693928,9557.7926,35626.705777,100,706.0098895,all_other,0,1,94,Asian,Male,1,1,1,5,4,3,4,1,5,5
0.1520701102,50,11.556523932,0,8078.3968919,4022.3850974,12.089881599,713.80844488,major_purchase,0,8,40,Black,Female,0,1,1,5,1,3,5,5,2,1
0.0513344042,236.43751089,10.851665082,30.221046932,3358.2613269,32859.532665,97.82383676,686.82626714,educational,4,0,97,Hispanic,Male,0,2,1,2,5,2,2,3,5,5
0.0894054241,292.21555258,10.851010104,25.784003074,7613.5509801,5134.3076658,95.32488259,735.43159036,educational,4,3,58,Hispanic,Female,1,2,1,5,5,4,5,3,2,5
0.0921935572,399.16579268,11.238235326,20.245662002,2856.3910225,29837.166452,78.909648935,700.53918251,all_other,0,6,48,Asian,Male,0,2,1,2,5,3,5,4,5,5
0.1854434441,309.89540905,9.6406594837,23.498191543,4813.1800979,25407.12063,40.523777856,682.72894956,all_other,1,6,7,White,Female,0,0,1,4,5,2,5,1,5,3
0.145095159,333.91023376,10.890141043,15.157601592,2856.4429971,967.3743513,55.791580752,726.47499438,small_business,4,1,58,Indigenous,Female,1,1,1,2,4,4,4,3,1,4
0.1365757641,229.00178766,10.494781435,16.032625245,5734.3584573,28920.770749,100,718.57504085,debt_consolidation,2,6,74,Indigenous,Female,0,0,1,4,4,4,5,1,5,5
0.1362483364,272.30461289,10.558529862,16.143468856,2904.8458371,30357.069574,46.405024056,686.47431443,small_business,1,12,69,White,Female,0,0,1,2,4,2,5,2,5,3
0.1093121478,224.96411431,12.019632534,27.494542284,778.57363117,28763.830526,23.499944884,683.23955318,debt_consolidation,0,4,8,Black,Female,0,0,1,1,5,2,5,5,5,2
0.1642367433,436.85355807,11.040875714,26.789852918,4190.344298,26278.974865,92.108113138,654.36630435,all_other,3,9,68,Black,Female,0,2,1,3,5,1,5,3,5,5
0.1657944133,50,11.792558007,5.942717295,4568.649601,9044.884384,0,700.26108756,all_other,1,11,87,Asian,Female,0,1,1,3,1,3,5,5,3,1
0.1819682453,358.4395383,11.521375549,0,6244.2083392,0,100,698.37087932,credit_card,4,13,23,Hispanic,Male,0,2,1,4,1,2,5,5,1,5
0.1655489947,50,10.683015363,29.396064502,0,5590.6517546,1.4837803305,662.61357043,all_other,4,3,53,Hispanic,Male,0,1,1,1,5,1,5,2,2,1
0.1152763103,1090.9624824,11.61924512,17.192560766,71.619408864,15940.432316,48.37867969,716.58181419,educational,0,2,47,White,Female,1,0,1,1,4,4,4,5,4,3
0.1225125359,50,10.879837565,20.725974934,1954.6292266,20739.097762,100,652.41668605,all_other,2,6,37,White,Female,1,2,1,1,5,1,5,3,4,5
0.1229901779,1162.1071323,10.546661411,16.026327814,5210.4806271,0,28.285868391,640.85990227,credit_card,1,1,12,Indigenous,Female,1,0,1,4,4,1,4,2,1,2
0.1001237957,50,11.171192781,24.228913101,3303.9042428,0,0,704.31084004,all_other,0,14,35,Indigenous,Male,0,0,1,2,5,3,5,4,1,1
0.0594447821,39.287548147,10.301369684,17.467992533,830.40710185,0,54.442529236,683.33072151,small_business,1,4,77,Black,Female,0,2,1,1,4,2,5,1,1,3
0.0656998293,50,10.213610004,21.784301216,1399.0193802,3311.558468,0,811.63389354,major_purchase,0,4,90,Asian,Male,0,2,1,1,5,5,5,1,2,1
0.1620720168,560.63020338,10.664038048,28.098971863,2056.1581302,44008.728419,29.700066341,670.04885443,debt_consolidation,0,0,23,Asian,Male,0,2,1,1,5,1,2,2,5,2
0.1434132536,218.32140392,11.586267056,15.105517961,9462.0502006,5373.2384158,93.357082386,800.26554863,major_purchase,1,0,21,Asian,Male,0,2,1,5,4,5,2,5,2,5
0.0944024291,644.2327084,9.0763031364,20.690175431,1108.1457298,18134.291982,60.15766608,734.56959126,educational,2,5,46,White,Female,1,2,1,1,5,4,5,1,4,4
0.1315090801,891.71644138,10.450680692,8.8116075274,5162.6243203,29204.092438,100,698.02959337,small_business,1,12,90,Black,Female,1,1,1,4,2,2,5,1,5,5
0.0714705387,41.388200805,9.4742831783,11.262986184,1323.1857709,2469.521969,0,757.00804653,all_other,0,4,18,Hispanic,Female,0,1,1,1,3,5,5,1,2,1
0.1016311807,36.761751558,10.562145242,19.749481417,0,38345.34819,17.039776713,659.18671696,all_other,4,3,20,White,Female,0,0,1,1,5,1,5,2,5,1
0.0863264476,339.14571,11.412838593,14.676266068,0,28323.228011,0,739.72600867,major_purchase,4,9,64,Hispanic,Female,1,2,1,1,4,5,5,5,5,1
0.1700883178,50,10.658048541,27.156648943,4739.1510052,9446.5654839,100,733.03051893,debt_consolidation,1,10,13,Asian,Male,1,1,1,4,5,4,5,2,3,5
0.1717784077,525.12723016,10.313150758,0,9159.0785853,0,100,825.1852048,major_purchase,3,10,77,Hispanic,Male,1,1,1,5,1,5,5,1,1,5
0.1703889896,369.93269856,11.496181953,23.752555291,6470.7698231,0,34.396854186,797.04790774,debt_consolidation,3,6,24,Hispanic,Female,1,1,1,5,5,5,5,5,1,2
0.0752784217,78.017887423,11.514251394,25.283700317,73.73257822,5791.1578393,0,699.23272346,home_improvement,4,15,2,Indigenous,Female,1,1,1,1,5,3,5,5,2,1
0.0872802755,50,11.984196374,18.762052821,575.81532835,25080.880605,55.348914013,661.14484658,all_other,1,1,41,White,Male,0,1,1,1,5,1,4,5,5,4
0.15335787,228.95923784,11.817188917,0,2598.5163368,4959.9597318,100,647.95092372,debt_consolidation,4,3,56,White,Female,1,1,1,2,1,1,5,5,2,5
0.1511781843,116.53424233,12.008788596,14.57980309,10433.897352,87112.832226,6.7149145821,739.12710948,all_other,2,15,11,Asian,Male,0,0,1,5,4,5,5,5,5,1
0.104055015,40.047510527,12.724586661,0,6406.9708353,0,55.712207736,716.3012825,educational,1,0,100,Hispanic,Female,1,2,1,5,1,4,2,5,1,4
0.2197572509,840.74852729,10.703591088,18.115003865,2741.4686255,44687.685009,64.721978727,685.95789005,major_purchase,4,15,48,Asian,Female,1,1,1,2,5,2,5,2,5,4
0.1479543495,107.09760682,9.5595923566,26.140938229,4351.2785605,20562.759332,99.332079661,715.58119519,major_purchase,3,2,70,Hispanic,Female,1,0,1,3,5,3,4,1,4,5
